sentence_index	sentence
10721	vaen wayl der hhaez ah built-in aa diy ahns , baht own liy ah mahng dhowz hhuw aar dray ihng awt frahm sprihng breyk ahnd aar stihl ahn kahn sernd ah bawt waht dhey ihn jhehst .
10722	iht ehs hhaard tuw bih liyv dhaet sahm thihng sow shaort kuhd biy sow flae biy .
10723	duw wiy rih liy niyd ah nah dher fihlm dhaet prey zahz fiy meyl self-sacrifice ?
10724	dhah mey jher praab lahm wihdh windtalkers ihz dhaet dhah bahlk ahv dhah muw viy sehn terz aan dhah raong keh rihk ter .
10725	teh nah siy wihl yahmz bay wey ahv ow prah ehs buhk klahb .
10726	sow ver bae liy flatfooted ahnd sow ih mowsh nah liy prih dihk tah bahl aor blaend dhaet iht pleyz layk dhah staen derd made-for-tv muw viy .
10727	dhah ihn tay er poynt ahv ah shae giy daog stao riy , ahv kaors , ihz dhaet iht gowz now wehr , ahnd dhihs ihz klae sihk nowheresville ihn eh ver iy sehns .
10728	steyl ahnd clichã©d tuw ah faolt .
10729	dhihs fihlm ihz tuw bih ziy hhih tihng aol ahv ihts ah saynd maarks tuw teyk aan eh niy layf ahv ihts own .
10730	waa chihng jhahngk layk dhihs ihn duw sihz ah kaynd ahv aeb straekt gihlt , aez ihf yuw wer pey ihng duwz faor guhd buhks ah nrehd , fayn myuw zihk neh ver hherd .
10731	dhah skrihpt fiylz aez ihf iht staar tahd tuw ihk splaor dhah aab viy ahs voy yah rih stihk pah tehn shahl ahv ` hypertime ' baht dhehn baekt aof wehn dhah prah duw serz sao dhah grow sihz faor spay kihdz .
10732	staarts aof wih tiy ahnd sah fih stah key tihd ahnd yuw waant tuw lahv iht -- baht fihl mey ker yvan attal kwihk liy rayts hhihm sehlf ihn tuw ah kaor ner .
10733	sahm layk iht hhaat aan dhah hhaard wuhd pruwvz wahns ah gehn dhaet ah maen ihn draeg ihz naat ihn ahnd ahv hhihm sehlf fah niy .
10734	ahn faor chah naht liy , kahn trayvd plaa tihng , steh riy ah taypt kae rihk terz ahnd wuw ehs over-the-top ihn stihngkts stihngkts stihngkts aez ah der ehk ter ahn der mayn dhah mao rahl dih leh mah aet dhah muw viy ehs hhaart .
10735	wiht lahs ahnd ah ter liy poyn tlahs .
10736	wehn ` say ahns fihk shahn ' teyks aed vaen tihjh ahv dhah faekt dhaet ihts ihn tehn dahd aa diy ahns hhaez n't yeht hhaed mahch say ahns , iht dahz ah dih ser vahs tuw dhah aa diy ahns ahnd tuw dhah zhaa nrah .
10737	show miy dhah mah gihng .
10738	reh prah zehnts sahm thihng veh riy klows tuw dhah ney der ahv dhah thriller\/horror zhaa nrah .
10739	vihzh wah liy sahmpchw ahs baht ihn tah lehk chuw ah liy stahl tah fay ihng .
10740	aez ah feature-length fihlm , iht wehrz awt ihts wehl kahm aez tryingly aez dhah tay tahl keh rihk ter .
10741	ah gihl tiy pleh zher aet behst , ahnd naat werth siy ihng ahn lehs yuw waant tuw laef aet iht .
10742	ah sleep-inducing thrih ler wihdh ah sihng gahl twihst dhaet eh vriy wahn ihk sehpt dhah kae rihk terz ihn iht kaen siy kah mihng ah mayl ah wey .
10743	wihdh ah `` spay kihdz '' siyk wahl ow pah nihng nehkst nehkst wiyk , way baa dher wihdh ah kahn tehmp tah bahl ih mah tey ter staa rihng ah `` snl '' hhaez bihn aek tihng layk aen 8-year-old chae nah lihng rah behr tow benigni ?
10744	iht ehs jhahst rae dher leh dahn ahnd dahl .
10745	laeks dhah vih zhah wahl flehr ahnd bawn sihng brah vaa dow dhaet keh rahk ter ay zahz beh ter hip-hop klihps ahnd ihz kaan tehnt tuw riy say kahl ih mah jhahz ahnd kae rihk terz dhaet wer aol reh diy tay erd 10 yihrz ah gow .
10746	stae thahm ehm ployz aen ahk sehnt dhaet ay thihngk ihz sah powzd tuw biy aen ah tehmpt aet hardass ah meh rah kahn baht sahm taymz jhahst laep sihz ihn tuw unhidden brih tihsh .
10747	ihn stehd ahv tray ihng tuw bahst sahm blaandz , -lrb- dihgz -rrb- shuhd biy prow bihng way ah gay wihdh hhihz tae lahnt ehn dahd ahp ihn ah muw viy dhihs baed .
10748	ih nih shahl streynjhn ahs ih nehk ser ahb liy gihvz wey tuw rowt sehn tah mehn tae lih tiy ahnd mih stih kahl tehn der nahs bih kahmz nae rah tihv ihk spiy diy ahns .
10749	diy ah yaa lah ihz riyk way erd tuw sahp lay tuw mahch ahv dhah eh ner jhiy ihn ah fihlm dhaet ihz , ow ver aol , faar tuw steyd faor ihts sahb jhehkt mae ter .
10750	dihz mah liy dahl sci-fi kaa mah diy .
10751	dhehr ehs shuhr liy sahm thihng raong wihdh ah kaa mah diy wehr dhah own liy beh liy laefs kahm frahm dhah sah lehk shahn ahv awt teyks taekt aan tuw dhah ehnd kreh dihts .
10752	wehn wahn hhiyrz hheh riy shih rer ihz gow ihng tuw meyk hhihz dey byuw aez ah fihlm der ehk ter , wahn wuhd hhowp faor dhah behst
10753	dhah liydz wiy aar gih vahn hhiyr aar sihm pliy tuw blaend tuw biy ihn trah stihng .
10754	-lrb- chuw baek ehs -rrb- faa ndnahs faor faen siy split-screen , stah ter ihng eh dah tihng ahnd paam pahs reh fer ahn sihz tuw wittgenstein ahnd kirkegaard ... blehndz ah niy zah liy wihdh dhah tih tah ley tihng mah tih riy ahl .
10755	ae dahm saend ler ehs 8 krey ziy nayts ihz 75 wey stahd mih nahts ahv saend ler aez dhah voice-over hhih row ihn kah lahm biy ah pihk cherz ' per vers ay diy ah ahv aen ae nah mey tahd hhaa lah dey muw viy .
10756	ih sehn shah liy `` fey tahl ah traek shahn '' riy meyd faor vyuw erz hhuw wer ihn day ah perz wehn dhah er ih jhah nahl waaz riy liyst ihn 1987 .
10757	... dhihs stao riy gehts sih liy er , naat skeh riy er , aez iht gowz ah laong ...
10758	iy vihn ah hhaar dahnd voy yuwr wuhd riyk way er dhah pey shahns ahv jhaab tuw geht thruw dhihs ihn ter mah nah bahl , sheyp lahs daa kyah mehn ter iy ah bawt dhah swihng ihng sahb kahl cher .
10759	dhah fihlm ehs hhih row ihz ah baor ahnd hhihz ih nah sahns suwn bih kahmz ah kwehs chah nah bahl kaynd ahv ih nihk skyuw zah bahl dahm ih nah sahns .
10760	ah sihng gyah ler liy off-putting row maen tihk kaa mah diy .
10761	dhihs ihz aen ehk ser sayz naat ihn bay aa grah fiy baht ihn hhih row wer shahp .
10762	iht aol kahmz dawn tuw weh dher yuw kaen taa ler eyt liy aan baar low .
10763	ay kah n't .
10764	ihn dhah spih raht ahv dhah siy zahn , ay ah sayn wahn brayt shay nihng staar tuw rah behr tow benigni ehs pih now kiy ow -- baht ay geh rahn tiy dhaet now wayz mehn wihl biy faa low ihng aef ter iht .
10765	chehk yaor breyn ahnd yaor siy kraht ey jhahnt dih kow der rihng aet dhah daor bih kaoz yuw duw n't waant tuw thihngk tuw mahch ah bawt waht ehs gow ihng aan .
10766	dhah muw viy dahz hhaez sahm ehn ter teyn mahnt vael yuw - hhaw mahch dih pehndz aan hhaw wehl yuw layk krihs raak .
10767	ah muw viy dhaet siymz mow tah vey tahd maor bay ah dih zay er tuw maech mortarboards wihdh dehd pow ahts sah say ah tiy ahnd guhd wihl hhahn tihng dhaen bay ihts own stao riy .
10768	ah kahl cher klaesh kaa mah diy own liy hhaef aez kleh ver aez iht thihngks thihngks iht ihz .
10769	dhah laa jhihk ahv iht aol wihl biy griyk tuw eh niy wahn naat priy dih spowzd tuw dhah muw viy ehs ruwd ahnd kruwd hhyuw mer .
10770	aez self-aware muw viyz gow , hhuw ihz cletis tawt ?
10771	ihz kleh ver ih nahf , dhow thihn ray tihng pruwvz ihts ahn duw ihng .
10772	staarts awt straong liy bih faor kwihk liy luw zihng ihts fow kahs , poynt ahnd per pahs ihn ah mehs ahv mihkst mihkst meh sah jhahz , over-blown draa mah ahnd bruws wih lihs wihdh ah skaar .
10773	... ah fae sah ney tihng kyuh riy aa sah tiy piys -- fae sah ney tihng , dhaet ihz , faor ah bawt tehn mih nahts .
10774	aef ter dhaet iht bih kahmz laong ahnd tiy diy ahs layk ah klae sruwm pley ihn ah kaa lihjh hhih ster iy kaors .
10775	der ehk ter jhey rah sahl weyz dawn hhihz kah prih shahs fairy-tale wihdh hheh viy sehn tah mahnt ahnd layt weyt miy nihng .
10776	dhehr aar meh niy thihngz dhaet saa lahd aek tihng kaen duw faor ah muw viy , baht kraef tihng sahm thihng praa mah sihng frahm ah miy diy ow ker skriyn pley ihz naat wahn ahv dhehm .
10777	ihts skriyn pley servz aez auto-critique , ahnd ihts klahm ziy nahs aez ihts own mowst dae mihng sehn sher .
10778	aet taymz , iht aek chuw ah liy hherts tuw waach .
10779	neh mah sihs sah ferz frahm ah paon chiy mihd sehk shahn , seh vrahl plaa dihng aek shahn siyk wahn sahz ahnd ah wih kihd liy undramatic sehn trahl thiym .
10780	dhah jhowks aar teh lah graeft sow faar ihn ahd vaens dhey mahst hhaev bihn laost ihn dhah meyl .
10781	-lrb- trayz -rrb- tuw peh rah diy ah zhaa nrah dhaet ehs aol reh diy ah jhowk ihn dhah yuw nay tahd steyts .
10782	dhah muw viy ihz dhah ihk wih vah lahnt ahv frehnch hip-hop , wihch aol sow siymz tuw pley aan ah 10-year dih ley .
10783	ah beyond-lame sae tay er , teh diy behrz ' pihk nihk raengks raengks ah mahng dhah mowst pih tah fahl der ehk tihng dey byuwz bay aen ih stiymd writer-actor .
10784	ay 've neh ver siyn -lrb- ah riy meyk -rrb- duw eh niy thihng aez stomach-turning aez dhah wey ae dahm saend ler ehs nuw muw viy reyps , pih lih jhihz ahnd incinerates fraengk kae prah ehs klae sihk ...
10785	hhaa liy wuhd ehs aen ser tuw aen ehr baol .
10786	ahnd piy pahl meyk fahn ahv miy faor lay kihng show gerlz .
10787	sahch ah wayld liy ah niy vahn hit-and-miss ehn ter prayz , yuw kah n't hhehlp sah spehk tihng dhaet iht waaz ihm prah vayzd aan ah day-to-day bey sahs duh rihng prah dahk shahn .
10788	ah wihrd lih tahl muw viy dhaet ehs ah myuw zihng ih nahf wayl yuw waach iht , ao fer ihng fayn aek tihng mow mahnts ahnd pahn jhahnt ihn sayts ihn tuw maa dern l.a. ehs show-biz ahnd miy diy ah sahb kahl cherz .
10789	baht iht dahz n't liyv yuw wihdh mahch .
10790	ay ahm kahn vihnst vihnst ay kuhd kiyp ah fae mah liy ahv fayv blaynd , krih pahld , aa mihsh piy pahl ah layv ihn dhihs sih chuw ey shahn beh ter dhaen dhiyz brih tihsh sowl jherz duw aet kiy pihng dhehm sehlvz kih kihng .
10791	layk mayk ihz ah slayt ahnd uninventive muw viy : layk dhah ihg zaol tihd may kahl jhaor dahn rah ferd tuw ihn dhah tay tahl , meh niy kaen ah spayr baht nahn kaen iyk wahl .
10792	dhehr ihz nah thihng fah niy ihn dhihs every-joke-has - been-told-a - thousand-times - bih faor muw viy .
10793	aol weyz deh stihnd tuw biy meh zherd ah gehnst gehnst aen thah niy ae skwihth ehs ahk leymd 1952 skriyn ae dahp tey shahn .
10794	dhihs ihz staen derd kraym draa mah fehr ... ihn stahn tliy faor geh tah bahl ahnd ther ow liy dahl .
10795	dhehr ehs sahm aw trey jhah sliy kriy ey tihv aek shahn ihn dhah traen spaor ter ... -lrb- biy -rrb- ut bay dhah taym fraengk peh rah shuwts dawn aan tuw ah muw vihng trahk , iht ehs jhahst ah nah dher kaar tuwn wihdh aen ahn staa pah bahl suw per mahn .
10796	wahn ahv dhowz based-on-truth stao riyz dhaet per sweydz yuw , wihdh eh ver iy siyn , dhaet iht kuhd neh ver rih liy hhaev hhae pahnd dhihs wey .
10797	frahm ihts nao zhiy ey tihng spih nihng kreh dihts siyk wahns tuw ah veh riy tae lahn tahd baht ahn der yuw tah layzd sah paor tihng kaest , bartleby skwaan derz aez mahch aez iht gihvz awt .
10798	yeht ah nah dher zhaa nrah ehk ser sayz , gaeng ster no. 1 ihz aez jhah neh rihk aez ihts tay tahl .
10799	dih spayt dhah hhowlz ihn dhah stao riy ahnd dhah sahm waht prih dihk tah bahl plaat , mow mahnts ahv dhah muw viy kaazd miy tuw jhahmp ihn may chehr ...
10800	dhehr ehs aen aed mer ah bahl rih ger tuw jhih miy ehs rih lehn tlihs aeng ger , ahnd tuw dhah skrihpt ehs rah fyuw zahl ahv ah hhae piy ehn dihng , baht aez dhowz maa nah laogz strehch aan ahnd aan , yuw riy ah layz dhehr ehs now pleys faor dhihs stao riy tuw gow baht dawn .
10801	wahns ah gehn , dhah ihn teh lah jhahns ahv gey aa diy ahn sahz hhaez bihn grow sliy ahn der eh stah mey tihd , ahnd ah miy tiy plaat ahnd well-developed kae rihk terz hhaev bihn sae krah fayst faor skihn ahnd flaesh dhaet behr liy fih zahl .
10802	ah layt weyt , ah niy vahn aek shahn kaa mah diy dhaet friy liy mihng gahlz frehnch , jhae pah niyz ahnd hhaa liy wuhd kahl cherz .
10803	sahch ah fayn ay diy ah faor ah fihlm , ahnd sahch ah stahl tah fay ihng , layf lahs ehk sah kyuw shahn .
10804	-lrb- ae lahn ehs -rrb- behst werks ahn der staend way snaa ber iy ihz ah beh ter sah tih rihk taar gaht dhaen middle-america dih ver zhahnz kuhd eh ver biy .
10805	dhihs overlong ihn fow mer shahl , duw awt aan vih diy ow bih faor mahnth ehs ehnd , ihz teh pihd ahnd tiy diy ahs .
10806	aen aem bih shahs , guilt-suffused meh lah draa mah krih pahld bay puwr kae stihng .
10807	rehr liy hhaez sehks aan skriyn bihn sow ah greh sihv liy anti-erotic .
10808	ah dahl , ihn kahn sih stahnt , dih saa nahst fiy meyl baan dihng pihk cher .
10809	sow mahch ah bawt dhah fihlm ihz luw piy ahnd luw dah krahs ... dhaet iht kuhd hhaev bihn ah hhuwt ihn ah bad-movie wey ihf dhah lah bao riy ahs pey sihng ahnd ehnd lahs ehk spah zih shahn hhaed bihn tay tahnd .
10810	ah dih sah poynt mahnt faor ah muw viy dhaet shuhd hhaev bihn dhah ahl tah maht ay maeks trihp .
10811	dahz lih tahl tuw ih lae braht dhah kahn siyt ahv seh tihng dhihs blood-soaked trae jhah diy ahv mer der ahs aem bih shahn ihn dhah eh rah ahv rih cherd nihk sahn .
10812	dhihs sade ihz hhaard liy ah per vers , deyn jher ahs lih ber tiyn ahnd ae jhah tey ter -- wihch wuhd hhaev meyd faor beh ter draa mah .
10813	hhiy ehs jhahst ah saed er ih stah kraet ihn tae terd fay ner iy , ahnd dhah fihlm siymz aez dihf ley tihd aez hhiy dahz .
10814	dhah fihlm ehs niyd lah sliy ow peyk ihn trow teyks ihts doe-eyed krah dahp awt ahv pre-9 \/ 11 nuw yaork ahnd aan tuw ah cross-country rowd trihp ahv dhah hhow meh rihk kaynd .
10815	iht ehs aez ihf ah baord keyjh spehnt dhah duh rey shahn ahv dhah fihlm ehs shuw tihng skeh jhuhl wey tihng tuw skriym : `` gaat eydz yeht ? ''
10816	ihn ah streynjh wey , egoyan hhaez dahn tuw mahch .
10817	hhiy ehs werkt tuw hhaard aan dhihs muw viy .
10818	dhah fihlm hhaez dhah thrown-together fiyl ahv ah summer-camp tae lahnt show : hhey stah liy rih tahn , underrehearsed , aar bih treh rah liy plaa tahd ahnd fihld wihdh kruwd hhyuw mer ahnd vahl ger ih nyuw ehn dow .
10819	dhah laest thriy narcissists lehft aan erth kahm piyt faor iych ah dherz ' ah fehk shahnz .
10820	ah klaesh biht wiyn dhah aar tah fih shahl strahk cher ahv dhah stao riy ahnd dhah maor kahn tehm per eh riy , nae cher ah lih stihk town ahv dhah fihlm ...
10821	dhah muw viy ehs meh sah jhahz aar kwayt aed mer ah bahl , baht dhah stao riy ihz jhahst tuw clichã©d ahnd tuw ao fahn streynz krih duw lah tiy .
10822	waht wiy hhaev hhiyr ihz n't ah dih zae ster , ihg zaek tliy , baht ah veh riy hhaen sahm liy prah duwst let-down .
10823	dhah skrihpt waaz rih paor tahd liy riy rih tahn ah dah zahn taymz -- iy dher 11 taymz tuw meh niy aor ehls tuw fyuw .
10824	ah shaa diy meyl hhihp hhaap faen tah siy fihld wihdh gahnz , ihk spehn sihv kaarz , laats ahv ney kahd wih mahn ahnd rocawear klow dhihng .
10825	tuw dhah fihl mey kerz , ay vahn ihz ah prihns ahv ah feh low , baht hhiy kahmz ah kraos aez shae low ahnd glihb dhow naat mean-spirited , ahnd dhehr ehs now ihn dah key shahn dhaet hhiy ehs bihn riy spaan sah bahl faor pah tihng tah geh dher eh niy muw viyz ahv per tih kyah ler vael yuw aor meh raht .
10826	dhihs ihz ah muw viy fihld wihdh unlikable , spayt fahl ih diy ahts ; weh dher aor naat dhehr frehnd shihp ihz sael vihjhd meyks now dih fer ahns ihn dhah liyst .
10827	iht ehs aez ihf ae lahn , aet 66 , hhaez staapt chae lahn jhihng hhihm sehlf .
10828	skaat lahnd , paa ihz ihn tay er liy tuw straight-faced tuw traen sehnd ihts kleh ver kaan sehpt .
10829	ah muw viy dhaet dhah lehs chae rah tah bahl mayt dih skrayb aez ah kae strey tihd kraos biht wiyn hhay laen der ahnd low liy tah .
10830	naat own liy dahz lahb laengk meyk wahn spehk tae kyah ler liy ugly-looking braod , baht hhiy ah pihrz mih zer ah bahl thruw awt aez hhiy swaggers thruw hhihz siynz .
10831	dhehr ehs lih tahl tuw reh kah mehnd snow daagz , ahn lehs wahn kahn sih derz kliy sheyd day ah laog ahnd per vers ih skey pih zahm ah saors ahv hhay hhih leh rah tiy .
10832	iht ehs deep-sixed bay ah kahm pahl shahn tuw kae tah laog eh ver iy baa dah liy fluw ahdz gaeg ihn dhehr ehs sahm thihng ah bawt meh riy ahnd dih vayz ah peh rah lehl clone-gag .
10833	dhah fihlm rehashes seh vrahl owld thiymz ahnd ihz kaept wihdh poyn tlahs ehk striymz -- iht ehs insanely vay ah lahnt ahnd veh riy grae fihk .
10834	ser ao rah tiy boyz , wihch ihz aez baed aet iht ihz kruw ahl , teyks eh ver iy pah tehn shahl laef ahnd stiletto-stomps dhah layf awt ahv iht .
10835	hhiyr dhah lahv siynz aol ehnd ihn sahm wahn skriy mihng .
10836	mey biy dhehr ehs ah meh tah faor hhiyr , baht fih gyer ihng iht awt wuhd n't meyk trah bahl eh ver iy dey eh niy beh ter .
10837	dhihs ihz dhah ferst fihlm ay 've eh ver siyn dhaet hhaed now aab viy ahs der ehk tihng ihn vaalvd .
10838	faenz ahv so-bad-they 're - guhd sih nah mah mey faynd sahm fahn ihn dhihs jhahm bahld mehs .
10839	ways ahnd spehk neh ver meyk ah kahn vihn sihng keys faor dhah reh lah vahns ahv dhiyz tuw 20th-century fuht nowts .
10840	sheh rih dahn ihz peyn fah liy baed , ah fourth-rate jhihm keh riy hhuw dahz n't ahn der staend dhah dih fer ahns biht wiyn dahm fahn ahnd jhahst pleyn dahm .
10841	preh zahnts nah thihng speh shahl ahnd , ahn tihl dhah fay nahl aekt , nah thihng ow vert liy dih sah griy ah bahl .
10842	dhah mowst ihk skruw shiy ey tihng 86 mih nahts wahn mayt siht thruw dhihs sah mer dhaet duw naat ihn vaalv ah dehn tahst drihl .
10843	waaz dhaet muw viy nah thihng maor dhaen ah teh pihd ehk ser sayz ihn traa tihng awt ah faor myah lah dhaet werkt fayv yihrz ah gow baht hhaez sihns laost ihts fihz ?
10844	iht gowz aan faor tuw laong ahnd baagz dawn ihn ah ser faht ahv kae rihk terz ahnd ahn neh sah seh riy sahb plaats .
10845	iht ehs aeb sah luwt liy ah mey zihng hhaw first-time der ehk ter keh vihn daa nah vahn mae nahjhd tuw faynd sahm thihng nuw tuw aed tuw dhah kae nahn ahv chaen .
10846	meyk chaen ehs aek shahn siyk wahn sahz bao rihng .
10847	yuw ... geht ah sehns ahv guhd ihn tehn chahnz dih reyld bay ah feyl yer tuw siyk ahnd strayk jhahst dhah rayt town .
10848	` ihn dhihs puwr riy meyk ahv sahch ah wehl lahvd klae sihk , paar ker ihk spow zihz dhah lih mih tey shahnz ahv hhihz skihl ahnd dhah bey sihk flaoz ihn hhihz vih zhahn . '
10849	iht ehs dhah muw viy ihk wih vah lahnt ahv ah sweh tiy owld gay ihn ah reyn kowt shaa pihng faor chiyp paorn .
10850	dhah fihlm ehs fay nahl aw er , wehr nihr liy aol dhah priy viy ahs ahn siyn mah tih riy ahl rih zaydz , ihz ahn kahn vihn sihng sowp aa prah dhaet taor naa tao riy waaz rayt tuw kaht .
10851	dhah muw viy dahz sahch aen ehk sah lahnt jhaab ahv krih tiy kihng iht sehlf aet eh ver iy faol ter ihng half-step ahv ihts dih veh lahp mahnt dhaet krih tih say zihng fiylz maor layk commiserating .
10852	ay fawnd iht slow , prih dihk tah bahl ahnd naat veh riy ah myuw zihng .
10853	der ehk ter yuw siymz faar maor ihn trah stahd ihn gross-out hhyuw mer dhaen ihn show ihng ahs well-thought stahnts aor ah kaar cheys dhaet wiy hhaev n't siyn 10,000 taymz .
10854	vyuw erz wihl niyd aol dhah lahk dhey kaen mah ster jhahst fih gyer ihng awt hhuw ehs hhuw ihn dhihs priy tehn shahs mehs .
10855	ah paynt sayzd ` guhd feh lahz ' dih zaynd tuw ah piyl tuw dhah yahng ger seht , iht ehs naat ah veh riy guhd muw viy ihn eh niy ahb jhehk tihv sehns , baht iht dahz mow stliy hhowld wahn ehs ihn trahst .
10856	geht awt yaor pooper-scoopers .
10857	wayl dhah mah tih riy ahl ihz slayt , dhah muw viy ihz beh ter dhaen yuw mayt thihngk .
10858	iht ehs deh fah naht liy naat meyd faor kihdz aor dhehr peh rahnts , faor dhaet mae ter , ahnd ay thihngk iy vihn faenz ahv saend ler ehs kaa mihk teyst mey faynd iht ah nihn trah stihng .
10859	sheh rih dahn siymz teh rah fayd ahv dhah buhk ehs ih reh ver ahnt eh ner jhiy , ahnd skaa chihz mowst ahv ihts ã©lan , hhyuw mer , bayl , ahnd ay rah niy .
10860	maor bih ziy dhaen ihk say tihng , maor fraen tihk dhaen ihn vaal vihng , maor key aa tihk dhaen ehn ter tey nihng .
10861	dhehr aar maor shaats ahv chihl drahn smay lihng faor dhah kae mer ah dhaen tih pah kahl daa kyah mehn ter iy fuh tihjh wihch hherts dhah ow ver aol ihm paekt ahv dhah fihlm .
10862	iht ehs meyks ah beh ter trae vah laog dhaen muw viy .
10863	iht ehs aez ihf solondz hhaed tuw ay diy ahz faor tuw muw viyz , kuhd n't rih liy fih gyer awt hhaw tuw flehsh iy dher awt , sow hhiy jhahst slopped ` ehm tah geh dher hhiyr .
10864	dhah faorth ihn ah sih riyz dhaet ay 'll beht mowst peh rahnts hhaed thaot -- hhowpt !
10865	-- waaz ah faed dhaet hhaed laong sihns vae nihsht .
10866	iht ehs ah laong wey frahm aor wehl ehs daark , ihn teh lah jhahnt waor nihng kray -lrb- 1984 -rrb- tuw dhah ehmp tiy stahd knockabout ahv iyk wah lih briy ahm , ahnd waht wahns waaz kahn vihk shahn ihz naw ae fehk tey shahn .
10867	ihts preh mihs ihz smaart , baht dhah ehk sah kyuw shahn ihz prih tiy wih riy .
